Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Manhattan,SoHo-Little Italy-Hudson Square,NW Elizabeth St & Spring St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,102,1,1004300,,,40.72142262,-73.99473223,5,40500,POINT (-73.99473223 40.72142262),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=244,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363936,65,10,MN02,MN021,MN,27
Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Vinegar Hill Community Garden,"199 York St, Brooklyn, NY 11201",Members of Vinegar Hill Community Garden,Year Round,Sunday (Start Time: 12:30 PM - End Time:  2:00 PM),,https://groundcycle.org/,302,33,3002100,,,40.701501,-73.98263,84,40727,POINT (-73.98263 40.701501),,,52,10,BKN02,BKN021,BKN,26
Manhattan,Harlem (North),NW West 141st Street & Fredrick Douglas Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1023000,,,40.82041375,-73.94368663,32,40605,POINT (-73.94368663 40.82041375),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=386,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364078,70,13,MN10,MN104,MN,30
Brooklyn,Crown Heights (North),Imani Community Garden,"87-91 Schenectady Ave, Brooklyn, NY 11213",Imani Community Garden,Year Round,"Wednesday and Saturday (Start Time: Saturday 11:00 AM, Wednesday 8:00 AM - End Time:  Saturday 1:00 PM, Wednesday 10:00 AM)",,https://www.facebook.com/Imani-Garden-168006109999475/,308,36,3030900,,,40.67623,-73.93295,77,40390,POINT (-73.93295 40.67623),,,56,9,BKN08,BKN083,BKN,20
Brooklyn,Crown Heights (North),Crown Heights Franklin Ave Food Scrap Drop-off,Franklin Avenue & Eastern Parkway,GrowNYC,Year Round,Thursday (Start Time: 8:30 AM - End Time:  11:30 AM),,grownyc.org/compost,308,35,3021900,,,40.670745,-73.957743,77,40368,POINT (-73.957743 40.670745),,,57,9,BKN08,BKN081,BKN,20
Manhattan,Upper East Side-Yorkville,NW York Ave & E 87 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1014402,,,40.7767445,-73.94647013,19,40522,POINT (-73.94647013 40.7767445),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=382,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364074,76,12,MN08,MN085,MN,29
Queens,Kew Gardens,Kew Gardens Cinemas Park,"8105 Lefferts Blvd, Kew Gardens, NY 11415","Kew Gardens CSA, sponsored by Kew Gardens Cinemas",Year Round,Sunday (Start Time: 8:30 AM - End Time:  12:00 PM),,kewgardenscsa.org,409,29,4013600,,,40.70888,-73.82917,102,40776,POINT (-73.82917 40.70888),,,28,5,QW09,QW094,QW,14
Bronx,Highbridge,Target Bronx Community Garden,1024 Woodycrest Avenue,Target Bronx Community Garden,Year Round,Monday (Start Time: 10:00 AM - End Time:  5:00 PM),Bins at gate during winter months,www.targetbronxcommunitygarden.org,204,16,2018900,,,40.83316,-73.92728,44,40660,POINT (-73.92728 40.83316),,,77,15,BX04,BX041,BX,29
Manhattan,Upper West Side (Central),NW Columbus Ave & W 90 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,6,1017700,,,40.78914316,-73.97035768,24,40632,POINT (-73.97035768 40.78914316),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=358,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364050,69,12,MN07,MN073,MN,47
Queens,Sunnyside Yards (South),Sunnyside Greenmarket,Skillman Ave between 42nd St. and 43rd St.,GrowNYC,Year Round,Saturday (Start Time: 9:00 AM - End Time:  1:00 PM),,grownyc.org/compost,402,26,4017101,,,40.746948,-73.921208,108,40764,POINT (-73.921208 40.746948),,,37,7,QW02,QW022,QW,12
Bronx,Kingsbridge Heights-Van Cortlandt Village,Kingsbridge Heights Community Center,"3101 Kingsbridge Terrace, Bronx NY 10463",Staff at Kingsbridge Heights Community Center,Year Round,Wednesday (Start Time: 12:00 PM - End Time:  2:00 PM),,www.khcc-nyc.org,208,14,2027700,,,40.877299,-73.900709,50,40705,POINT (-73.900709 40.877299),,,81,13,BX08,BX081,BX,31
Brooklyn,Bushwick (East),NW Central Avenue & Moffat Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3041100,,,40.68758323,-73.90656117,83,40330,POINT (-73.90656117 40.68758323),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=125,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363817,54,7,BKN04,BKN043,BKN,18
Manhattan,Murray Hill-Kips Bay,NE 1st Ave & E 23 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,4,1006200,,,40.73699589,-73.97826863,13,40568,POINT (-73.97826863 40.73699589),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=283,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363975,74,12,MN06,MN061,MN,59
Queens,Astoria (Central),NW Crescent Street & 30th Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007300,,,40.76701706,-73.92599747,114,40231,POINT (-73.92599747 40.76701706),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=87,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363779,36,14,QW01,QW013,QW,59
Brooklyn,Williamsburg,McCarren Park Greenmarket,N 12th St and Driggs Ave,GrowNYC,Year Round,Saturday (Start Time: 8:00 AM - End Time:  12:00 PM),,grownyc.org/compost,301,33,3051900,,,40.71974,-73.953394,94,40756,POINT (-73.953394 40.71974),,,50,7,BKN01,BKN011,BKN,59
Brooklyn,Bushwick (East),NW Bushwick Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3039500,,,40.69237838,-73.92284252,83,40313,POINT (-73.92284252 40.69237838),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=132,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363824,53,7,BKN04,BKN042,BKN,18
Manhattan,Hell's Kitchen,SE 10 Ave & W 53 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,104,3,1013300,,,40.76639459,-73.99037572,18,40545,POINT (-73.99037572 40.76639459),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=339,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364031,67,12,MN04,MN043,MN,47
Manhattan,Harlem (South),Joseph Daniel Wilson Memorial Garden,"219 W 122nd St, New York, NY 10027",Project Harmony,Year Round,Sunday (Start Time: 10:00 AM - End Time:  Dusk),,https://projectharmonynyc.org/,110,9,1022200,,,40.8075392,-73.9506789,28,40600,POINT (-73.9506789 40.8075392),,,70,13,MN10,MN101,MN,30
Manhattan,Inwood,NE West 212th Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,1030300,,,40.868433,-73.91832768,34,40436,POINT (-73.91832768 40.868433),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=411,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364103,72,13,MN12,MN124,MN,31
Queens,Corona,Corona Greenmarket,"Roosevelt Ave at 103 Street, Queens",GrowNYC,Year Round,Friday (Start Time: 8:00 AM - End Time:  1:30 PM),"No meat, bones, or dairy",grownyc.org/compost,404,21,4040501,,,40.749728,-73.862513,110,40732,POINT (-73.862513 40.749728),,,39,14,QW04,QW043,QW,13
Brooklyn,Prospect Heights,NE Underhill Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3020700,,,40.67617742,-73.96627855,77,40362,POINT (-73.96627855 40.67617742),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=164,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363856,44,10,BKN08,BKN081,BKN,20
Bronx,Norwood,Museum of Bronx History,"3266 Bainbridge Avenue, Bronx, NY 10467",Museum of Bronx History,July - September,"Alternating Tuesdays: 7/11, 7/25, 8/8, 8/22, 9/5, 9/19 (Start Time: 11:00 AM - End Time:  3:00 PM)",,https://bronxhistoricalsociety.org/museum,207,11,2042300,,,40.8774032,-73.8794743,52,40700,POINT (-73.8794743 40.8774032),,,81,15,BX07,BX073,BX,33
Manhattan,West Village,Hudson River Park's Pier 40 at W. Houston St.,Pier 40 at Houston St. near dog park,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,102,3,1006900,,,40.7298117,-74.0110087,6,40468,POINT (-74.0110087 40.7298117),,,66,10,MN02,MN021,MN,27
Queens,Astoria (Central),NW 31st Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4006100,,,40.76208812,-73.92557334,114,40214,POINT (-73.92557334 40.76208812),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=61,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363753,36,14,QW01,QW013,QW,59
Brooklyn,Bedford-Stuyvesant (East),SW Patchen Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3038300,,,40.68513799,-73.92664053,81,40275,POINT (-73.92664053 40.68513799),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=79,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363771,56,8,BKN03,BKN034,BKN,25
Brooklyn,Bushwick (East),NW Knickerbocker Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3043700,,,40.69389144,-73.90959073,83,40336,POINT (-73.90959073 40.69389144),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=140,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363832,54,7,BKN04,BKN043,BKN,18
Brooklyn,Bedford-Stuyvesant (West),SE Bedford Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,33,3024100,,,40.69300171,-73.9556798,79,40304,POINT (-73.9556798 40.69300171),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=99,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363791,57,8,BKN03,BKN031,BKN,25
Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: Hoyt,"Northwest corner of Hoyt Avenue North and 21st Street, in a courtyard that’s officially called SITTING AREA",Astoria Pug,Year Round,Saturday: After 9 AM (Start Time: Varies - End Time:  Varies),,https://www.instagram.com/astoriapug/?hl=en,401,22,4009500,,,40.77538,-73.92302,114,40246,POINT (-73.92302 40.77538),,,36,14,QW01,QW011,QW,59
Brooklyn,Bushwick (West),SW St. Nicholas Avenue & Greene Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3044300,,,40.70324915,-73.91453684,83,40341,POINT (-73.91453684 40.70324915),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=154,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363846,53,7,BKN04,BKN042,BKN,18
Manhattan,West Village,SE 7 Ave & W 13 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,102,3,1007100,,,40.73776704,-74.00006544,6,40473,POINT (-74.00006544 40.73776704),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=316,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364008,66,10,MN02,MN023,MN,47
Manhattan,Upper East Side-Yorkville,SW 2nd Avenue & 86th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1014601,,,40.77779122,-73.95197613,19,40512,POINT (-73.95197613 40.77779122),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=246,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363938,76,12,MN08,MN084,MN,28
Manhattan,Stuyvesant Town-Peter Cooper Village,NW of Ave B & E 14 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,106,4,1004400,,,40.72946703,-73.97803,13,40573,POINT (-73.97803 40.72946703),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=286,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363978,74,12,MN06,MN061,MN,59
Brooklyn,Bedford-Stuyvesant (East),NW Patchen Avenue & Fulton Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3038100,,,40.6792579,-73.92542146,81,40278,POINT (-73.92542146 40.6792579),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=81,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363773,56,8,BKN03,BKN034,BKN,25
Queens,Astoria (Central),Astoria Pug: Most Precious Blood,"32-23 36th St, Queens, NY 11106 (inside parking lot)",Astoria Pug,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,https://www.instagram.com/astoriapug/?hl=en,401,22,4005900,,,40.75914,-73.92146,114,40219,POINT (-73.92146 40.75914),,,36,14,QW01,QW014,QW,59
Manhattan,West Village,Abingdon Square Greenmarket,W 12th St and 8th Ave,GrowNYC,Year Round,Saturday (Start Time: 8:00 AM - End Time:  2:00 PM),,grownyc.org/compost,102,3,1007700,,,40.737472,-74.005095,6,40480,POINT (-74.005095 40.737472),,,66,10,MN02,MN023,MN,27
Manhattan,Upper West Side-Manhattan Valley,SE Broadway & W 109 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,7,1019500,,,40.80348382,-73.96686314,24,40641,POINT (-73.96686314 40.80348382),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=374,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364066,69,13,MN07,MN075,MN,30
Manhattan,Manhattanville-West Harlem,NW West 126th St & Morningside Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1021303,,,40.8121979,-73.95354006,26,40394,POINT (-73.95354006 40.8121979),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=185,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363877,70,13,MN09,MN092,MN,30
Queens,Jamaica,King Manor Museum,"150-03 Jamaica Ave, Jamaica, NY 11432",King Manor Museum,Year Round,"Friday and Saturday (Start Time: Friday 10 AM; Saturday 9:30 - End Time:  Friday 4:00 PM, Saturday 2:30 PM)",,https://www.kingmanor.org/,412,27,4024000,,,40.70216,-73.80445,103,40788,POINT (-73.80445 40.70216),,,32,5,QE12,QE121,QE,14
Manhattan,Upper West Side-Lincoln Square,NW CO  9th Ave & West 59th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,6,1014500,,,40.76927318,-73.98478296,20,40609,POINT (-73.98478296 40.76927318),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=341,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364033,67,12,MN07,MN071,MN,47
